"","date","type","team","opp","location","conf","opp_conf","pts","opp_pts","fga","oreb","to","fta","opp_fga","opp_oreb","opp_to","opp_fta","off_ppp","def_ppp","adj_o","adj_d","tempo","avg_marg","net","quad"
"2363",2025-01-04,"conf","Jacksonville","Austin Peay","H","Atlantic Sun","Atlantic Sun",68,44,52,11,18,20,69,15,12,5,99.4,64.3,95.8,77.5,68.4,9.86279,278,"Quadrant 4"
"2364",2025-01-04,"conf","Iowa St.","Baylor","H","Big 12","Big 12",74,55,49,8,12,24,64,13,8,14,113.8,84.6,119.7,76.8,65,10.2976,24,"Quadrant 1"
"2365",2025-01-04,"conf","Tennessee","Arkansas","H","SEC","SEC",76,52,69,24,13,15,53,9,15,13,116.7,79.8,123.3,79.3,65.2,10.354,40,"Quadrant 2"
"2366",2025-01-04,"conf","UNC Asheville","High Point","H","Big South","Big South",103,99,69,11,2,37,65,12,10,30,133.1,127.9,124.4,118.7,77.4,2.61042,138,"Quadrant 3"
"2367",2025-01-04,"conf","Utah Valley","Abilene Christian","H","WAC","WAC",64,53,49,7,17,26,59,15,19,22,88.4,73.2,87,81.6,72.4,4.34562,259,"Quadrant 4"
"2368",2025-01-04,"conf","Arizona St.","Colorado","H","Big 12","Big 12",81,61,54,9,17,19,66,15,14,15,113.2,85.2,121.7,83.7,71.6,15.1513,85,"Quadrant 3"
"2369",2025-01-04,"conf","Coppin St.","North Carolina Central","H","MEAC","MEAC",63,61,47,7,22,21,53,11,17,22,89.1,86.3,80.7,91.4,70.7,1.22958,302,"Quadrant 4"
"2370",2025-01-04,"conf","Kentucky","Florida","H","SEC","SEC",106,100,64,9,6,24,60,15,9,35,148.2,139.8,158.9,122.1,71.5,2.21942,8,"Quadrant 1"
"2371",2025-01-04,"conf","Lamar","Houston Christian","H","Southland","Southland",63,61,67,10,7,4,58,12,17,9,94.6,91.6,86.6,100.5,66.6,-0.76375,332,"Quadrant 4"
"2372",2025-01-04,"conf","Tennessee Martin","Southeast Missouri St.","H","Ohio Valley","Ohio Valley",66,63,49,10,14,21,59,15,10,13,107.2,102.3,108.4,106.8,61.6,5.3675,228,"Quadrant 4"
"2373",2025-01-04,"conf","St. John's","Butler","H","Big East","Big East",70,62,71,13,10,23,59,11,21,20,88.9,78.8,91.6,77.8,78.7,1.65302,78,"Quadrant 3"
"2374",2025-01-04,"conf","Bradley","Missouri St.","H","Missouri Valley","Missouri Valley",69,60,45,9,16,20,63,16,8,13,112.5,97.8,110.3,102.9,61.3,4.35514,216,"Quadrant 4"
"2375",2025-01-04,"conf","Old Dominion","Southern Miss","H","Sun Belt","Sun Belt",74,71,54,10,12,29,51,11,16,23,108.3,103.9,99.6,113.8,68.3,-0.950417,298,"Quadrant 4"
"2376",2025-01-04,"conf","Texas Southern","Southern","H","SWAC","SWAC",58,67,61,15,15,23,52,9,18,16,82.5,95.4,82,105.1,70.3,-6.29941,239,"Quadrant 4"
"2377",2025-01-04,"conf","Evansville","Indiana St.","H","Missouri Valley","Missouri Valley",62,66,54,10,14,18,54,6,15,17,90.1,95.9,85.2,91.6,68.8,0.2725,175,"Quadrant 4"
"2378",2025-01-04,"conf","Howard","Delaware St.","H","MEAC","MEAC",100,94,52,6,18,27,66,13,9,29,131.1,123.2,122.8,132.6,76.3,5.93875,299,"Quadrant 4"
"2379",2025-01-04,"conf","James Madison","Arkansas St.","H","Sun Belt","Sun Belt",67,62,59,15,15,18,61,9,12,8,99,91.6,100.6,94.8,67.7,-3.80125,97,"Quadrant 3"
"2380",2025-01-04,"conf","Mississippi","Georgia","H","SEC","SEC",63,51,51,11,13,21,58,15,15,17,97.6,79,103.8,77.4,64.5,3.69558,36,"Quadrant 2"
"2381",2025-01-04,"conf","Delaware","Monmouth","H","CAA","CAA",84,64,58,9,10,18,52,9,11,29,124.1,94.6,117.9,96.8,67.7,16.5299,277,"Quadrant 4"
"2382",2025-01-04,"conf","Fordham","St. Bonaventure","H","Atlantic 10","Atlantic 10",66,86,55,7,13,9,59,9,9,18,99.4,129.5,110.4,122,66.4,-8.96757,51,"Quadrant 2"
"2383",2025-01-04,"conf","Gardner Webb","Presbyterian","H","Big South","Big South",63,61,55,16,14,21,59,7,6,16,98,94.9,92.5,100.1,64.3,0.821667,237,"Quadrant 4"
"2384",2025-01-04,"conf","Utah St.","Fresno St.","H","Mountain West","Mountain West",89,83,64,10,11,27,60,10,14,26,115.5,107.7,111.7,119.1,77.1,-2.19458,263,"Quadrant 4"
"2385",2025-01-04,"conf","North Carolina A&T","Drexel","H","CAA","CAA",59,68,62,14,12,22,59,14,16,13,85.7,98.8,87.9,103.2,68.8,-3.81271,174,"Quadrant 4"
"2386",2025-01-04,"conf","Cincinnati","Arizona","H","Big 12","Big 12",67,72,64,17,11,23,53,8,12,27,96.6,103.8,103.3,95.1,69.4,-6.99042,16,"Quadrant 1"
"2387",2025-01-04,"conf","Albany","UMass Lowell","H","America East","America East",69,73,74,19,5,14,56,5,7,17,104,110,98.2,107.2,66.4,-1.11375,152,"Quadrant 3"
"2388",2025-01-04,"conf","Virginia Tech","Miami FL","H","ACC","ACC",86,85,59,11,11,15,56,7,11,17,128.2,126.7,116.8,116.9,67.1,-1.18833,181,"Quadrant 4"
"2389",2025-01-04,"conf","Rice","Charlotte","H","American","American",68,55,53,13,10,16,53,7,6,11,118.4,95.8,106.3,99.5,57.4,4.64749,262,"Quadrant 4"
"2390",2025-01-04,"conf","South Dakota","Denver","H","Summit","Summit",91,84,56,16,10,51,62,14,14,26,122.5,113.1,112.4,118.3,74.3,4.6625,303,"Quadrant 4"
"2391",2025-01-04,"conf","Stony Brook","William & Mary","H","CAA","CAA",76,83,55,9,10,22,54,5,5,23,115.7,126.4,107.9,118.9,65.7,-0.0775356,197,"Quadrant 4"
"2392",2025-01-04,"conf","USC","Michigan","H","Big Ten","Big Ten",74,85,62,12,12,22,55,8,14,21,103.2,118.5,117.4,105.7,71.7,-4.17397,13,"Quadrant 1"
"2393",2025-01-04,"conf","Central Michigan","Ohio","H","Mid-American","Mid-American",55,57,61,15,14,16,55,7,13,10,82.5,85.5,80.6,86.4,66.7,-3.18875,165,"Quadrant 4"
"2394",2025-01-04,"conf","Eastern Washington","Montana St.","H","Big Sky","Big Sky",68,63,56,7,8,20,52,5,12,23,99.7,92.4,97.6,95.9,68.2,1.02208,179,"Quadrant 4"
"2395",2025-01-04,"conf","Oakland","Robert Morris","H","Horizon","Horizon",71,79,69,20,10,13,55,14,10,26,110.5,122.9,112.4,128.9,64.3,-0.673384,221,"Quadrant 4"
"2396",2025-01-04,"conf","College of Charleston","Towson","H","CAA","CAA",77,69,50,5,9,26,69,12,9,9,112.7,101,113.5,107.8,68.3,7.82486,235,"Quadrant 4"
"2397",2025-01-04,"conf","Alcorn St.","Jackson St.","H","SWAC","SWAC",69,72,52,10,13,19,57,11,9,23,106.2,110.8,103.8,129,65,-4.915,317,"Quadrant 4"
"2398",2025-01-04,"conf","Stephen F. Austin","Incarnate Word","H","Southland","Southland",49,55,51,14,11,27,56,14,11,15,81,90.9,72.7,95.1,60.5,-7.59713,205,"Quadrant 4"
"2399",2025-01-04,"conf","UMKC","Oral Roberts","H","Summit","Summit",90,67,49,8,11,29,54,7,8,24,136.2,101.4,122,107.2,66.1,12.1744,341,"Quadrant 4"
"2400",2025-01-05,"conf","East Carolina","Florida Atlantic","H","American","American",76,78,76,25,12,25,58,6,16,9,103.3,106,98.6,103,73.6,-4.06792,104,"Quadrant 3"
"2401",2025-01-05,"conf","Sacred Heart","Canisius","H","Metro Atlantic","Metro Atlantic",99,82,69,19,10,22,62,7,8,18,139.4,115.5,119.1,122.8,71,9.66432,359,"Quadrant 4"
"2402",2025-01-05,"conf","LIU Brooklyn","Chicago St.","H","Northeast","Northeast",53,39,50,7,10,17,48,6,15,10,86.3,63.5,76.7,84.2,61.4,-0.804888,354,"Quadrant 4"
"2403",2025-01-05,"conf","Mount St. Mary's","Niagara","H","Metro Atlantic","Metro Atlantic",68,62,46,2,18,20,64,12,19,4,94.2,85.9,83.9,93.1,72.2,-0.842083,296,"Quadrant 4"
"2404",2025-01-05,"conf","Boston University","Army","H","Patriot","Patriot",71,63,53,10,16,11,59,9,12,7,109.6,97.3,99.5,106.3,64.8,1.35485,293,"Quadrant 4"
"2405",2025-01-05,"conf","Washington","Illinois","H","Big Ten","Big Ten",77,81,65,8,10,14,66,14,13,19,104.3,109.7,113.4,101.6,73.8,-8.53458,7,"Quadrant 1"
"2406",2025-01-05,"conf","Wagner","Fairleigh Dickinson","H","Northeast","Northeast",59,71,70,14,7,16,53,8,14,21,84.5,101.7,80.4,102.1,69.8,-1.23886,304,"Quadrant 4"
"2407",2025-01-05,"conf","Penn St.","Indiana","H","Big Ten","Big Ten",71,77,63,11,10,17,58,13,14,22,101.8,110.4,108.2,104.9,69.8,-4.09333,56,"Quadrant 2"
"2408",2025-01-05,"conf","Marist","Quinnipiac","H","Metro Atlantic","Metro Atlantic",69,62,58,7,13,19,59,8,15,15,94.4,84.8,97,90,73.1,6.46375,203,"Quadrant 4"
"2409",2025-01-05,"conf","Siena","Iona","H","Metro Atlantic","Metro Atlantic",73,74,45,9,25,36,61,17,24,20,93.8,95.1,90.8,107.5,77.8,-3.09792,292,"Quadrant 4"
"2410",2025-01-05,"conf","Illinois St.","Southern Illinois","H","Missouri Valley","Missouri Valley",85,54,51,6,17,13,56,12,14,23,124,78.8,116.9,88.4,68.6,14.4222,284,"Quadrant 4"
"2411",2025-01-05,"conf","Drake","Murray St.","H","Missouri Valley","Missouri Valley",59,66,51,9,8,18,40,6,15,20,100.8,112.8,101.6,111.4,58.5,-2.31533,129,"Quadrant 3"
"2412",2025-01-05,"conf","St. Francis PA","Stonehill","H","Northeast","Northeast",60,64,57,11,10,14,61,15,13,8,95.7,102,91.6,104.2,62.7,3.49208,268,"Quadrant 4"
"2413",2025-01-05,"conf","Mercyhurst","Central Connecticut","H","Northeast","Northeast",50,62,55,9,7,10,58,10,9,10,83.7,103.8,88.4,108.8,59.8,-4.01063,135,"Quadrant 3"
"2414",2025-01-05,"conf","Memphis","North Texas","H","American","American",68,64,44,4,15,21,51,12,16,21,104.7,98.5,111.9,98.8,65,1.24542,69,"Quadrant 2"
"2415",2025-01-05,"conf","Oregon","Maryland","H","Big Ten","Big Ten",83,79,56,8,9,15,59,10,10,19,125.6,119.6,136.7,111.6,66.1,-1.47292,23,"Quadrant 1"
"2416",2025-01-05,"conf","Rider","Manhattan","H","Metro Atlantic","Metro Atlantic",79,80,62,14,11,20,58,9,10,18,116.1,117.6,104.1,117.3,68,3.43125,258,"Quadrant 4"
"2417",2025-01-05,"conf","Navy","Lafayette","H","Patriot","Patriot",71,70,59,8,7,17,59,10,12,12,106.9,105.4,105.6,114.8,66.4,3.47875,276,"Quadrant 4"
"2418",2025-01-05,"conf","Purdue","Northwestern","H","Big Ten","Big Ten",79,61,55,9,11,18,60,13,13,12,120.4,93,134.1,87.1,65.6,15.5688,53,"Quadrant 2"
"2419",2025-01-05,"conf","Bucknell","Colgate","H","Patriot","Patriot",66,60,56,7,7,15,53,9,11,19,103.8,94.4,95.6,103.2,63.6,1.3775,283,"Quadrant 4"
"2420",2025-01-05,"conf","Loyola MD","Lehigh","H","Patriot","Patriot",80,74,52,10,14,33,60,9,11,22,111,102.7,103.7,108.7,72.1,3.21216,267,"Quadrant 4"
"2421",2025-01-05,"conf","American","Holy Cross","H","Patriot","Patriot",75,64,48,3,8,17,57,11,10,10,123.1,105.1,107.5,111.2,60.9,2.14785,250,"Quadrant 4"
"2422",2025-01-05,"conf","UCF","Kansas","H","Big 12","Big 12",48,99,68,12,14,18,83,22,10,10,62.2,128.3,82,109.5,77.2,-15.047,10,"Quadrant 1"
"2423",2025-01-05,"conf","Connecticut","Providence","H","Big East","Big East",87,84,48,5,7,32,60,15,10,23,132.7,128.1,134.8,129,65.6,-2.55875,82,"Quadrant 3"
"2424",2024-11-04,"nc","Gardner Webb","Tennessee","A","Big South","SEC",64,80,55,10,15,15,55,8,11,21,94.7,118.4,116.2,105,67.6,-10.6959,3,"Quadrant 1"
"2425",2024-11-04,"nc","Elon","North Carolina","A","CAA","ACC",76,90,61,10,16,14,80,18,6,16,101.8,120.6,109.2,107.2,74.6,-7.17977,43,"Quadrant 1"
"2426",2024-11-04,"nc","Charleston Southern","Clemson","A","Big South","ACC",64,91,50,11,18,27,65,13,7,24,91.3,129.8,103.3,116,70.1,-12.5287,37,"Quadrant 1"
"2427",2024-11-04,"nc","West Georgia","Mississippi St.","A","Atlantic Sun","SEC",60,95,54,10,20,20,65,8,8,16,82.1,130,97.7,106.6,73.1,-10.8485,14,"Quadrant 1"
"2428",2024-11-04,"nc","Saint Peter's","Seton Hall","A","Metro Atlantic","Big East",53,57,42,10,19,25,44,12,14,37,83.8,90.2,90.7,96.9,63.2,-2.3675,198,"Quadrant 3"
"2429",2024-11-04,"nc","Wichita St.","Western Kentucky","A","American","CUSA",91,84,61,10,14,36,68,14,14,34,109.5,101.1,115.9,103.6,83.1,1.92917,126,"Quadrant 2"
"2430",2024-11-04,"nc","Marist","Harvard","A","Metro Atlantic","Ivy",66,79,63,12,11,10,48,5,14,16,100.5,120.3,98.6,127.8,65.7,-9.0148,281,"Quadrant 4"
"2431",2024-11-04,"nc","Alabama St.","UNLV","A","SWAC","Mountain West",79,93,61,12,12,20,58,13,11,28,113,133,119.5,122.8,69.9,-5.77691,102,"Quadrant 2"
"2432",2024-11-04,"nc","Manhattan","Maryland","A","Metro Atlantic","Big Ten",49,79,59,7,12,15,70,16,10,17,68.4,110.3,86.1,92,71.6,-6.68023,23,"Quadrant 1"
"2433",2024-11-04,"nc","Tennessee Tech","Georgia","A","Ohio Valley","SEC",78,83,61,6,13,11,66,16,13,18,107.8,114.7,120.2,106.4,72.4,-3.77292,36,"Quadrant 1"
"2434",2024-11-04,"nc","Nicholls St.","New Mexico","A","Southland","Mountain West",84,91,72,14,17,16,81,18,8,32,99.5,107.8,105.7,97.7,84.4,-4.34125,68,"Quadrant 1"
"2435",2024-11-04,"nc","Ohio","James Madison","A","Mid-American","Sun Belt",78,88,59,6,9,20,57,13,15,26,109.2,123.2,107,119.8,71.4,-10.1128,131,"Quadrant 2"
"2436",2024-11-04,"nc","Baylor","Gonzaga","A","Big 12","WCC",63,101,62,14,12,20,71,17,11,13,89.6,143.6,108.9,115,70.3,-12.7597,6,"Quadrant 1"
"2437",2024-11-04,"nc","Southern","South Dakota","A","SWAC","Summit",79,93,64,14,17,24,62,11,13,32,100.3,118,91.9,110.9,78.8,-8.84783,231,"Quadrant 3"
"2438",2024-11-04,"nc","Maine","Duke","A","America East","ACC",62,96,57,7,14,18,63,11,13,20,84.3,130.6,109.9,107.5,73.5,-12.324,2,"Quadrant 1"
"2439",2024-11-04,"nc","Northeastern","Boston University","A","CAA","Patriot",80,72,47,4,12,22,62,14,12,11,122.4,110.2,118.7,118.2,65.3,2.21812,273,"Quadrant 4"
"2440",2024-11-04,"nc","Texas A&M Commerce","Iowa","A","Southland","Big Ten",67,89,62,12,24,6,70,17,14,20,87.4,116.1,95.1,97.7,76.7,-6.37582,58,"Quadrant 1"
"2441",2024-11-04,"nc","Albany","Army","A","America East","Patriot",59,67,60,9,9,16,50,9,13,28,87.5,99.3,84.6,101.8,67.4,-2.91879,293,"Quadrant 4"
"2442",2024-11-04,"nc","Chattanooga","USC","A","Southern","Big Ten",51,77,54,13,16,19,64,10,9,7,77.1,116.4,89.9,105.3,66.2,-8.05298,94,"Quadrant 2"
"2443",2024-11-04,"nc","Central Michigan","South Alabama","A","Mid-American","Sun Belt",74,70,52,9,17,17,53,8,15,16,109.1,103.2,118.7,99,67.8,7.37833,92,"Quadrant 2"
"2444",2024-11-04,"nc","Western Illinois","San Jose St.","A","Ohio Valley","Mountain West",59,55,51,8,13,10,46,6,6,29,97.9,91.3,94.4,89.4,60.3,-0.47625,208,"Quadrant 3"
"2445",2024-11-04,"nc","St. Francis PA","Dayton","A","Northeast","Atlantic 10",57,87,58,5,13,11,68,17,7,25,80.8,123.3,88.7,106.8,70.6,-11.9281,54,"Quadrant 1"
"2446",2024-11-04,"nc","The Citadel","Boston College","A","Southern","ACC",60,69,52,9,14,25,54,14,14,28,88.1,101.3,87.3,102.3,68.1,-7.24903,213,"Quadrant 3"
"2447",2024-11-04,"nc","Denver","Stanford","A","Summit","ACC",62,85,48,10,20,23,65,15,11,18,89.5,122.8,95.7,110.5,69.2,-9.31019,83,"Quadrant 2"
"2448",2024-11-04,"nc","Green Bay","Oklahoma St.","A","Horizon","Big 12",76,89,51,3,19,16,69,19,13,24,102,119.5,110.9,116.9,74.5,-3.71958,122,"Quadrant 2"
"2449",2024-11-04,"nc","Southern Indiana","DePaul","A","Ohio Valley","Big East",78,80,62,7,14,12,64,9,10,22,103.9,106.6,108,103.5,66.7,-2.34667,106,"Quadrant 2"
"2450",2024-11-04,"nc","UT Rio Grande Valley","Nebraska","A","Southland","Big Ten",67,87,62,9,20,9,57,11,13,35,87.6,113.8,106.6,103.5,76.4,-5.62533,33,"Quadrant 1"
"2451",2024-11-04,"nc","New Hampshire","Massachusetts","A","America East","Atlantic 10",74,103,74,18,15,17,79,12,8,11,92.9,129.3,92.8,130.5,79.7,-15.0846,266,"Quadrant 4"
"2452",2024-11-04,"nc","Akron","Arkansas St.","A","Mid-American","Sun Belt",75,80,79,19,14,13,73,11,15,6,93.7,100,100.7,97.7,71.1,-3.65083,97,"Quadrant 2"
"2453",2024-11-04,"nc","Ball St.","Georgia St.","A","Mid-American","Sun Belt",66,71,68,17,6,24,65,14,6,22,97.2,104.5,95.3,109.4,67.9,-2.74875,300,"Quadrant 4"
"2454",2024-11-04,"nc","Presbyterian","Charlotte","A","Big South","American",79,88,57,11,9,10,54,5,5,19,128.7,143.4,118.8,143.7,61.4,-8.9317,262,"Quadrant 4"
"2455",2024-11-04,"nc","Quinnipiac","Yale","A","Metro Atlantic","Ivy",62,88,60,10,14,18,65,21,15,27,85.9,121.9,91.1,110.6,72.2,-12.4766,90,"Quadrant 2"
"2456",2024-11-04,"nc","Arkansas Pine Bluff","Cincinnati","A","SWAC","Big 12",54,109,59,8,17,14,72,17,9,23,72.2,145.7,95.7,126.5,74.8,-15.6038,32,"Quadrant 1"
"2457",2024-11-04,"nc","Portland St.","Washington St.","A","Big Sky","WCC",92,100,68,13,15,21,57,12,21,32,114.2,124.1,126.1,113.4,80.6,-2.46371,65,"Quadrant 1"
"2458",2024-11-04,"nc","Fairfield","Rhode Island","A","Metro Atlantic","Atlantic 10",58,96,70,16,10,27,52,8,11,41,76.7,126.9,87.2,117.6,75.7,-13.9831,80,"Quadrant 2"
"2459",2024-11-04,"nc","Cal St. Fullerton","Grand Canyon","A","Big West","WAC",79,89,50,8,17,30,59,16,17,32,106.4,119.9,115.4,118.9,74.2,-7.38805,107,"Quadrant 2"
"2460",2024-11-04,"nc","College of Charleston","Southern Illinois","N","CAA","Missouri Valley",90,80,55,8,17,30,62,9,9,33,115.4,102.6,112,110.5,78,4.44656,284,"Quadrant 4"
"2461",2024-11-04,"nc","Lipscomb","Duquesne","A","Atlantic Sun","Atlantic 10",77,72,48,3,17,26,62,9,14,19,102.4,95.8,111,91.9,75.2,9.41164,186,"Quadrant 3"
"2462",2024-11-04,"nc","Eastern Illinois","Illinois","A","Ohio Valley","Big Ten",67,112,68,6,8,25,64,14,13,46,80.4,134.4,102.3,110.3,83.4,-12.6149,7,"Quadrant 1"
"2463",2024-11-04,"nc","Bowling Green","Southern Miss","A","Mid-American","Sun Belt",68,77,66,9,13,8,61,6,13,14,91.6,103.7,87.4,109.4,74.2,-6.04375,298,"Quadrant 4"
"2464",2024-11-04,"nc","Mississippi Valley St.","Iowa St.","A","SWAC","Big 12",44,83,51,6,24,11,59,11,12,29,59.5,112.2,72.2,92.6,74,-17.7177,5,"Quadrant 1"
"2465",2024-11-04,"nc","USC Upstate","North Carolina St.","A","Big South","ACC",66,97,62,17,17,27,68,14,11,21,88.1,129.5,95.5,118.5,74.9,-12.109,114,"Quadrant 2"
"2466",2024-11-04,"nc","Wright St.","Kentucky","A","Horizon","SEC",62,103,68,11,12,12,65,7,7,19,83.4,138.5,93.1,112.1,74.4,-18.853,12,"Quadrant 1"
"2467",2024-11-04,"nc","Bucknell","Delaware","A","Patriot","CAA",85,73,55,6,16,27,64,8,14,18,108.7,93.4,97.8,93.7,78.2,-5.10966,220,"Quadrant 3"
"2468",2024-11-04,"nc","Missouri St.","Butler","A","Missouri Valley","Big East",65,72,67,16,13,10,47,13,19,28,96.3,106.6,105.3,99.1,67.5,-2.36725,78,"Quadrant 2"
"2469",2024-11-04,"nc","Penn","NJIT","A","Ivy","America East",58,57,49,12,11,35,54,8,12,13,90.1,88.5,82.8,105,64.4,-8.37417,356,"Quadrant 4"
"2470",2024-11-04,"nc","Texas A&M","UCF","A","SEC","Big 12",61,64,63,16,12,14,50,8,11,31,91.5,96,99.8,89,66.7,4.90417,87,"Quadrant 2"
"2471",2024-11-04,"nc","Western Michigan","Coastal Carolina","A","Mid-American","Sun Belt",56,60,52,9,8,28,47,4,12,15,88.6,94.9,84.6,100.8,63.2,-6.26042,282,"Quadrant 4"
"2472",2024-11-04,"nc","Stony Brook","Marquette","A","CAA","Big East",62,102,60,12,14,15,68,13,7,17,89.1,146.6,110.1,120.4,69.6,-12.2494,11,"Quadrant 1"
"2473",2024-11-04,"nc","Ohio St.","Texas","N","Big Ten","SEC",80,72,60,11,15,14,68,16,9,20,113.4,102,124.8,92.7,70.6,7.25735,42,"Quadrant 1"
"2474",2024-11-04,"nc","Northern Illinois","Georgia Southern","A","Mid-American","Sun Belt",65,80,58,11,19,17,64,10,15,12,87.4,107.5,85.4,116.2,74.4,-10.7166,290,"Quadrant 4"
"2475",2024-11-04,"nc","Delaware St.","Virginia Tech","A","MEAC","ACC",60,83,49,10,16,30,55,14,16,33,84.6,117,87,112.5,71,-11.4364,196,"Quadrant 3"
"2476",2024-11-04,"nc","Monmouth","Michigan St.","A","CAA","Big Ten",57,81,61,11,15,16,61,15,13,27,78.9,112.2,91.3,99.7,72.2,-11.6886,19,"Quadrant 1"
"2477",2024-11-04,"nc","UC Riverside","Oregon","A","Big West","Big Ten",76,91,65,8,8,12,66,15,8,25,107.4,128.6,119.5,111.4,70.8,-7.01483,20,"Quadrant 1"
"2478",2024-11-04,"nc","Lafayette","Villanova","A","Patriot","Big East",63,75,59,9,12,12,60,13,17,11,92,109.5,93,89,68.5,-4.29992,50,"Quadrant 1"
"2479",2024-11-04,"nc","Florida Atlantic","Indiana St.","N","American","Missouri Valley",97,64,61,7,16,27,64,9,21,14,117.2,77.4,107.6,77,82.7,14.9647,175,"Quadrant 3"
"2480",2024-11-04,"nc","Maryland Eastern Shore","Vanderbilt","A","MEAC","SEC",63,102,52,4,15,19,72,17,1,33,87.7,142,100.5,119.9,71.8,-13.2188,31,"Quadrant 1"
"2481",2024-11-04,"nc","Cleveland St.","Michigan","A","Horizon","Big Ten",53,101,70,20,21,11,57,10,16,22,70.8,135,89.1,113,74.8,-18.2686,13,"Quadrant 1"
"2482",2024-11-04,"nc","Florida Gulf Coast","UNC Greensboro","A","Atlantic Sun","Southern",64,73,58,7,8,11,61,12,7,20,98.7,112.5,101.4,112.9,64.9,-6.93943,105,"Quadrant 2"
"2483",2024-11-04,"nc","Fordham","St. John's","A","Atlantic 10","Big East",60,92,55,9,19,20,66,10,11,15,80.7,123.8,98.5,109.1,74.3,-10.9264,38,"Quadrant 1"
"2484",2024-11-04,"nc","Kent St.","Louisiana Lafayette","A","Mid-American","Sun Belt",70,66,50,12,16,28,49,4,11,21,105,99,95.6,103.2,66.6,-2.70875,330,"Quadrant 4"
"2485",2024-11-04,"nc","Incarnate Word","Cal Baptist","A","Southland","WAC",78,83,61,11,13,9,65,14,5,23,116.2,123.7,117.4,115,67.1,3.85083,168,"Quadrant 3"
"2486",2024-11-04,"nc","Liberty","Valparaiso","N","CUSA","Missouri Valley",83,63,59,5,6,13,63,12,8,21,122.8,93.2,115.1,91.5,67.6,10.8512,177,"Quadrant 3"
"2487",2024-11-04,"nc","Iona","Princeton","A","Metro Atlantic","Ivy",80,81,56,11,17,22,56,9,10,22,114.4,115.8,115.9,110,69.9,3.89208,124,"Quadrant 2"
"2488",2024-11-04,"nc","McNeese St.","South Dakota St.","N","Southland","Summit",73,80,59,8,11,27,61,12,16,16,99,108.5,102.6,103.9,73.7,-3.03958,109,"Quadrant 3"
"2489",2024-11-04,"nc","Sacred Heart","Temple","A","Metro Atlantic","American",70,81,68,15,16,11,55,7,16,23,93.9,108.6,100.5,102.8,74.6,-0.852966,120,"Quadrant 2"
"2490",2024-11-04,"nc","Utah Tech","Oregon St.","A","WAC","WCC",57,80,57,10,12,23,64,11,9,16,81.7,114.7,91.5,100.2,69.8,-5.17813,66,"Quadrant 1"
"2491",2024-11-04,"nc","Toledo","Troy","A","Mid-American","Sun Belt",74,84,69,12,11,17,67,12,12,13,99.2,112.6,104,112.9,74.6,-8.42419,112,"Quadrant 2"
"2492",2024-11-04,"nc","Lehigh","Northwestern","A","Patriot","Big Ten",46,90,53,6,12,18,66,13,8,14,68,133.1,77.4,124.5,67.6,-24.7841,53,"Quadrant 1"
"2493",2024-11-04,"nc","Towson","Saint Mary's","A","CAA","WCC",69,76,64,13,7,19,54,14,10,29,105.5,116.2,114.2,108.4,65.4,-7.16794,49,"Quadrant 1"
"2494",2024-11-04,"nc","Holy Cross","Wisconsin","A","Patriot","Big Ten",61,85,53,3,13,7,59,10,11,16,91.1,126.9,106.7,99.7,67,-0.634304,27,"Quadrant 1"
"2495",2024-11-04,"nc","Canisius","Arizona","A","Metro Atlantic","Big 12",64,93,51,5,19,13,68,17,9,27,88.9,129.2,98.5,113.9,72,-20.1059,16,"Quadrant 1"
"2496",2024-11-04,"nc","Navy","Saint Joseph's","A","Patriot","Atlantic 10",63,70,67,14,13,11,46,5,17,29,88.1,97.9,100.1,92,71.5,4.48472,101,"Quadrant 2"
"2497",2024-11-04,"nc","North Alabama","Air Force","A","Atlantic Sun","Mountain West",73,57,58,5,6,9,46,6,14,17,116.5,90.9,117.7,92.1,62.7,15.396,291,"Quadrant 4"
"2498",2024-11-04,"nc","Saint Louis","Santa Clara","N","Atlantic 10","WCC",78,85,61,9,17,10,66,15,12,20,106.7,116.2,109.2,105.3,73.1,-4.14042,71,"Quadrant 2"
"2499",2024-11-04,"nc","Tarleton St.","SMU","A","WAC","ACC",62,96,49,9,23,24,63,13,13,22,83.9,129.9,87.4,113.7,73.9,-19.6425,41,"Quadrant 1"
"2500",2024-11-04,"nc","Eastern Michigan","Texas St.","A","Mid-American","Sun Belt",44,64,58,14,14,15,48,9,14,21,68.7,99.9,67.4,96.2,64.1,-12.0859,163,"Quadrant 3"
"2501",2024-11-04,"nc","Le Moyne","Syracuse","A","Northeast","ACC",82,86,57,7,16,23,72,20,11,31,106,111.2,106.5,104.6,77.3,1.32917,164,"Quadrant 3"
"2502",2024-11-04,"nc","Sam Houston St.","Nevada","A","CUSA","Mountain West",75,91,57,9,11,21,53,11,12,31,108.9,132.2,117.6,118.8,68.8,-5.62073,64,"Quadrant 1"
"2503",2024-11-04,"nc","North Dakota","Colorado St.","A","Summit","Mountain West",56,82,48,5,21,23,60,5,10,19,75.2,110.1,83.7,107.7,74.5,-13.0776,99,"Quadrant 2"
"2504",2024-11-04,"nc","Alcorn St.","Utah","A","SWAC","Big 12",59,100,55,14,14,22,57,12,10,25,89.2,151.1,103.3,135.9,66.2,-14.036,89,"Quadrant 2"
