"","team","position","type","count"
"2129","Glenville State ","LB","Outgoing",1
"2130","Glenville State ","LB","Delta",-1
"2131","Grambling","CB","Incoming",2
"2132","Grambling","CB","Outgoing",0
"2133","Grambling","CB","Delta",2
"2134","Grambling","DL","Incoming",1
"2135","Grambling","DL","Outgoing",1
"2136","Grambling","DL","Delta",0
"2137","Grambling","EDGE","Incoming",1
"2138","Grambling","EDGE","Outgoing",1
"2139","Grambling","EDGE","Delta",0
"2140","Grambling","LB","Incoming",0
"2141","Grambling","LB","Outgoing",1
"2142","Grambling","LB","Delta",-1
"2143","Grambling","RB","Incoming",0
"2144","Grambling","RB","Outgoing",1
"2145","Grambling","RB","Delta",-1
"2146","Grambling","WR","Incoming",0
"2147","Grambling","WR","Outgoing",1
"2148","Grambling","WR","Delta",-1
"2149","Grand Valley State University","DL","Incoming",0
"2150","Grand Valley State University","DL","Outgoing",1
"2151","Grand Valley State University","DL","Delta",-1
"2152","Grand Valley State University","IOL","Incoming",1
"2153","Grand Valley State University","IOL","Outgoing",0
"2154","Grand Valley State University","IOL","Delta",1
"2155","Grand Valley State University","OT","Incoming",1
"2156","Grand Valley State University","OT","Outgoing",1
"2157","Grand Valley State University","OT","Delta",0
"2158","Grand Valley State University","QB","Incoming",1
"2159","Grand Valley State University","QB","Outgoing",0
"2160","Grand Valley State University","QB","Delta",1
"2161","Greeneville","WR","Incoming",0
"2162","Greeneville","WR","Outgoing",1
"2163","Greeneville","WR","Delta",-1
"2164","Hampton","CB","Incoming",1
"2165","Hampton","CB","Outgoing",1
"2166","Hampton","CB","Delta",0
"2167","Hampton","DL","Incoming",0
"2168","Hampton","DL","Outgoing",3
"2169","Hampton","DL","Delta",-3
"2170","Hampton","EDGE","Incoming",1
"2171","Hampton","EDGE","Outgoing",2
"2172","Hampton","EDGE","Delta",-1
"2173","Hampton","OT","Incoming",0
"2174","Hampton","OT","Outgoing",2
"2175","Hampton","OT","Delta",-2
"2176","Hampton","S","Incoming",0
"2177","Hampton","S","Outgoing",1
"2178","Hampton","S","Delta",-1
"2179","Hampton","WR","Incoming",0
"2180","Hampton","WR","Outgoing",1
"2181","Hampton","WR","Delta",-1
"2182","Harding University","EDGE","Incoming",1
"2183","Harding University","EDGE","Outgoing",1
"2184","Harding University","EDGE","Delta",0
"2185","Harding University","LB","Incoming",1
"2186","Harding University","LB","Outgoing",0
"2187","Harding University","LB","Delta",1
"2188","Harvard","CB","Incoming",0
"2189","Harvard","CB","Outgoing",1
"2190","Harvard","CB","Delta",-1
"2191","Harvard","DL","Incoming",0
"2192","Harvard","DL","Outgoing",1
"2193","Harvard","DL","Delta",-1
"2194","Harvard","IOL","Incoming",0
"2195","Harvard","IOL","Outgoing",2
"2196","Harvard","IOL","Delta",-2
"2197","Harvard","LB","Incoming",0
"2198","Harvard","LB","Outgoing",1
"2199","Harvard","LB","Delta",-1
"2200","Harvard","WR","Incoming",0
"2201","Harvard","WR","Outgoing",1
"2202","Harvard","WR","Delta",-1
"2203","Hawai'i","CB","Incoming",2
"2204","Hawai'i","CB","Outgoing",1
"2205","Hawai'i","CB","Delta",1
"2206","Hawai'i","DL","Incoming",3
"2207","Hawai'i","DL","Outgoing",5
"2208","Hawai'i","DL","Delta",-2
"2209","Hawai'i","EDGE","Incoming",1
"2210","Hawai'i","EDGE","Outgoing",0
"2211","Hawai'i","EDGE","Delta",1
"2212","Hawai'i","IOL","Incoming",0
"2213","Hawai'i","IOL","Outgoing",1
"2214","Hawai'i","IOL","Delta",-1
"2215","Hawai'i","LB","Incoming",0
"2216","Hawai'i","LB","Outgoing",1
"2217","Hawai'i","LB","Delta",-1
"2218","Hawai'i","LS","Incoming",1
"2219","Hawai'i","LS","Outgoing",0
"2220","Hawai'i","LS","Delta",1
"2221","Hawai'i","QB","Incoming",1
"2222","Hawai'i","QB","Outgoing",2
"2223","Hawai'i","QB","Delta",-1
"2224","Hawai'i","RB","Incoming",0
"2225","Hawai'i","RB","Outgoing",1
"2226","Hawai'i","RB","Delta",-1
"2227","Hawai'i","S","Incoming",1
"2228","Hawai'i","S","Outgoing",0
"2229","Hawai'i","S","Delta",1
"2230","Hawai'i","WR","Incoming",4
"2231","Hawai'i","WR","Outgoing",3
"2232","Hawai'i","WR","Delta",1
"2233","Henderson State","DL","Incoming",0
"2234","Henderson State","DL","Outgoing",1
"2235","Henderson State","DL","Delta",-1
"2236","Henderson State","WR","Incoming",1
"2237","Henderson State","WR","Outgoing",0
"2238","Henderson State","WR","Delta",1
"2239","Hinds C.C.","EDGE","Incoming",1
"2240","Hinds C.C.","EDGE","Outgoing",0
"2241","Hinds C.C.","EDGE","Delta",1
"2242","Hinds C.C.","WR","Incoming",2
"2243","Hinds C.C.","WR","Outgoing",0
"2244","Hinds C.C.","WR","Delta",2
"2245","Holmes C.C.","QB","Incoming",1
"2246","Holmes C.C.","QB","Outgoing",0
"2247","Holmes C.C.","QB","Delta",1
"2248","Holy Cross","IOL","Incoming",0
"2249","Holy Cross","IOL","Outgoing",1
"2250","Holy Cross","IOL","Delta",-1
"2251","Holy Cross","LS","Incoming",1
"2252","Holy Cross","LS","Outgoing",0
"2253","Holy Cross","LS","Delta",1
"2254","Holy Cross","OT","Incoming",0
"2255","Holy Cross","OT","Outgoing",1
"2256","Holy Cross","OT","Delta",-1
"2257","Holy Cross","QB","Incoming",1
"2258","Holy Cross","QB","Outgoing",1
"2259","Holy Cross","QB","Delta",0
"2260","Holy Cross","RB","Incoming",0
"2261","Holy Cross","RB","Outgoing",1
"2262","Holy Cross","RB","Delta",-1
"2263","Holy Cross","S","Incoming",0
"2264","Holy Cross","S","Outgoing",3
"2265","Holy Cross","S","Delta",-3
"2266","Holy Cross","TE","Incoming",0
"2267","Holy Cross","TE","Outgoing",1
"2268","Holy Cross","TE","Delta",-1
"2269","Holy Cross","WR","Incoming",1
"2270","Holy Cross","WR","Outgoing",0
"2271","Holy Cross","WR","Delta",1
"2272","Hope ","CB","Incoming",1
"2273","Hope ","CB","Outgoing",0
"2274","Hope ","CB","Delta",1
"2275","Houston","CB","Incoming",2
"2276","Houston","CB","Outgoing",3
"2277","Houston","CB","Delta",-1
"2278","Houston","DL","Incoming",3
"2279","Houston","DL","Outgoing",5
"2280","Houston","DL","Delta",-2
"2281","Houston","EDGE","Incoming",1
"2282","Houston","EDGE","Outgoing",1
"2283","Houston","EDGE","Delta",0
"2284","Houston","IOL","Incoming",2
"2285","Houston","IOL","Outgoing",2
"2286","Houston","IOL","Delta",0
"2287","Houston","K","Incoming",1
"2288","Houston","K","Outgoing",0
"2289","Houston","K","Delta",1
"2290","Houston","LB","Incoming",3
"2291","Houston","LB","Outgoing",0
"2292","Houston","LB","Delta",3
"2293","Houston","LS","Incoming",1
"2294","Houston","LS","Outgoing",1
"2295","Houston","LS","Delta",0
"2296","Houston","OT","Incoming",3
"2297","Houston","OT","Outgoing",0
"2298","Houston","OT","Delta",3
"2299","Houston","QB","Incoming",1
"2300","Houston","QB","Outgoing",2
"2301","Houston","QB","Delta",-1
"2302","Houston","RB","Incoming",1
"2303","Houston","RB","Outgoing",2
"2304","Houston","RB","Delta",-1
"2305","Houston","S","Incoming",6
"2306","Houston","S","Outgoing",5
"2307","Houston","S","Delta",1
"2308","Houston","TE","Incoming",2
"2309","Houston","TE","Outgoing",2
"2310","Houston","TE","Delta",0
"2311","Houston","WR","Incoming",2
"2312","Houston","WR","Outgoing",2
"2313","Houston","WR","Delta",0
"2314","Houston Christian","CB","Incoming",1
"2315","Houston Christian","CB","Outgoing",1
"2316","Houston Christian","CB","Delta",0
"2317","Houston Christian","DL","Incoming",0
"2318","Houston Christian","DL","Outgoing",1
"2319","Houston Christian","DL","Delta",-1
"2320","Houston Christian","EDGE","Incoming",2
"2321","Houston Christian","EDGE","Outgoing",1
"2322","Houston Christian","EDGE","Delta",1
"2323","Houston Christian","IOL","Incoming",1
"2324","Houston Christian","IOL","Outgoing",1
"2325","Houston Christian","IOL","Delta",0
"2326","Houston Christian","K","Incoming",1
"2327","Houston Christian","K","Outgoing",0
"2328","Houston Christian","K","Delta",1
"2329","Houston Christian","LB","Incoming",1
"2330","Houston Christian","LB","Outgoing",0
"2331","Houston Christian","LB","Delta",1
"2332","Houston Christian","OT","Incoming",1
"2333","Houston Christian","OT","Outgoing",0
"2334","Houston Christian","OT","Delta",1
"2335","Houston Christian","P","Incoming",0
"2336","Houston Christian","P","Outgoing",1
"2337","Houston Christian","P","Delta",-1
"2338","Houston Christian","QB","Incoming",4
"2339","Houston Christian","QB","Outgoing",2
"2340","Houston Christian","QB","Delta",2
"2341","Houston Christian","TE","Incoming",2
"2342","Houston Christian","TE","Outgoing",1
"2343","Houston Christian","TE","Delta",1
"2344","Houston Christian","WR","Incoming",1
"2345","Houston Christian","WR","Outgoing",1
"2346","Houston Christian","WR","Delta",0
"2347","Howard","OT","Incoming",0
"2348","Howard","OT","Outgoing",1
"2349","Howard","OT","Delta",-1
"2350","Idaho","CB","Incoming",0
"2351","Idaho","CB","Outgoing",2
"2352","Idaho","CB","Delta",-2
"2353","Idaho","DL","Incoming",0
"2354","Idaho","DL","Outgoing",2
"2355","Idaho","DL","Delta",-2
"2356","Idaho","EDGE","Incoming",2
"2357","Idaho","EDGE","Outgoing",3
"2358","Idaho","EDGE","Delta",-1
"2359","Idaho","IOL","Incoming",1
"2360","Idaho","IOL","Outgoing",1
"2361","Idaho","IOL","Delta",0
"2362","Idaho","LB","Incoming",0
"2363","Idaho","LB","Outgoing",2
"2364","Idaho","LB","Delta",-2
"2365","Idaho","OT","Incoming",1
"2366","Idaho","OT","Outgoing",3
"2367","Idaho","OT","Delta",-2
"2368","Idaho","QB","Incoming",1
"2369","Idaho","QB","Outgoing",1
"2370","Idaho","QB","Delta",0
"2371","Idaho","RB","Incoming",0
"2372","Idaho","RB","Outgoing",1
"2373","Idaho","RB","Delta",-1
"2374","Idaho","S","Incoming",1
"2375","Idaho","S","Outgoing",2
"2376","Idaho","S","Delta",-1
"2377","Idaho","TE","Incoming",2
"2378","Idaho","TE","Outgoing",1
"2379","Idaho","TE","Delta",1
"2380","Idaho","WR","Incoming",0
"2381","Idaho","WR","Outgoing",1
"2382","Idaho","WR","Delta",-1
"2383","Idaho State","CB","Incoming",1
"2384","Idaho State","CB","Outgoing",0
"2385","Idaho State","CB","Delta",1
"2386","Idaho State","EDGE","Incoming",0
"2387","Idaho State","EDGE","Outgoing",2
"2388","Idaho State","EDGE","Delta",-2
"2389","Idaho State","K","Incoming",0
"2390","Idaho State","K","Outgoing",1
"2391","Idaho State","K","Delta",-1
"2392","Idaho State","RB","Incoming",1
"2393","Idaho State","RB","Outgoing",0
"2394","Idaho State","RB","Delta",1
"2395","Idaho State","S","Incoming",1
"2396","Idaho State","S","Outgoing",1
"2397","Idaho State","S","Delta",0
"2398","Idaho State","WR","Incoming",3
"2399","Idaho State","WR","Outgoing",2
"2400","Idaho State","WR","Delta",1
"2401","Illinois","CB","Incoming",0
"2402","Illinois","CB","Outgoing",1
"2403","Illinois","CB","Delta",-1
"2404","Illinois","DL","Incoming",5
"2405","Illinois","DL","Outgoing",2
"2406","Illinois","DL","Delta",3
"2407","Illinois","EDGE","Incoming",1
"2408","Illinois","EDGE","Outgoing",0
"2409","Illinois","EDGE","Delta",1
"2410","Illinois","IOL","Incoming",0
"2411","Illinois","IOL","Outgoing",4
"2412","Illinois","IOL","Delta",-4
"2413","Illinois","K","Incoming",1
"2414","Illinois","K","Outgoing",2
"2415","Illinois","K","Delta",-1
"2416","Illinois","OT","Incoming",3
"2417","Illinois","OT","Outgoing",2
"2418","Illinois","OT","Delta",1
"2419","Illinois","P","Incoming",2
"2420","Illinois","P","Outgoing",0
"2421","Illinois","P","Delta",2
"2422","Illinois","QB","Incoming",1
"2423","Illinois","QB","Outgoing",2
"2424","Illinois","QB","Delta",-1
"2425","Illinois","RB","Incoming",1
"2426","Illinois","RB","Outgoing",1
"2427","Illinois","RB","Delta",0
"2428","Illinois","S","Incoming",0
"2429","Illinois","S","Outgoing",1
"2430","Illinois","S","Delta",-1
"2431","Illinois","TE","Incoming",2
"2432","Illinois","TE","Outgoing",2
"2433","Illinois","TE","Delta",0
"2434","Illinois","WR","Incoming",2
"2435","Illinois","WR","Outgoing",2
"2436","Illinois","WR","Delta",0
"2437","Illinois State","CB","Incoming",1
"2438","Illinois State","CB","Outgoing",2
"2439","Illinois State","CB","Delta",-1
"2440","Illinois State","DL","Incoming",1
"2441","Illinois State","DL","Outgoing",1
"2442","Illinois State","DL","Delta",0
"2443","Illinois State","IOL","Incoming",1
"2444","Illinois State","IOL","Outgoing",1
"2445","Illinois State","IOL","Delta",0
"2446","Illinois State","S","Incoming",1
"2447","Illinois State","S","Outgoing",0
"2448","Illinois State","S","Delta",1
"2449","Illinois State","TE","Incoming",1
"2450","Illinois State","TE","Outgoing",0
"2451","Illinois State","TE","Delta",1
"2452","Illinois State","WR","Incoming",1
"2453","Illinois State","WR","Outgoing",1
"2454","Illinois State","WR","Delta",0
"2455","Incarnate Word","CB","Incoming",1
"2456","Incarnate Word","CB","Outgoing",0
"2457","Incarnate Word","CB","Delta",1
"2458","Incarnate Word","DL","Incoming",0
"2459","Incarnate Word","DL","Outgoing",1
"2460","Incarnate Word","DL","Delta",-1
"2461","Incarnate Word","EDGE","Incoming",2
"2462","Incarnate Word","EDGE","Outgoing",1
"2463","Incarnate Word","EDGE","Delta",1
"2464","Incarnate Word","OT","Incoming",1
"2465","Incarnate Word","OT","Outgoing",2
"2466","Incarnate Word","OT","Delta",-1
"2467","Incarnate Word","QB","Incoming",2
"2468","Incarnate Word","QB","Outgoing",2
"2469","Incarnate Word","QB","Delta",0
"2470","Incarnate Word","RB","Incoming",0
"2471","Incarnate Word","RB","Outgoing",1
"2472","Incarnate Word","RB","Delta",-1
"2473","Incarnate Word","S","Incoming",3
"2474","Incarnate Word","S","Outgoing",0
"2475","Incarnate Word","S","Delta",3
"2476","Incarnate Word","WR","Incoming",1
"2477","Incarnate Word","WR","Outgoing",1
"2478","Incarnate Word","WR","Delta",0
"2479","Indiana","CB","Incoming",2
"2480","Indiana","CB","Outgoing",3
"2481","Indiana","CB","Delta",-1
"2482","Indiana","DL","Incoming",2
"2483","Indiana","DL","Outgoing",3
"2484","Indiana","DL","Delta",-1
"2485","Indiana","EDGE","Incoming",2
"2486","Indiana","EDGE","Outgoing",2
"2487","Indiana","EDGE","Delta",0
"2488","Indiana","IOL","Incoming",2
"2489","Indiana","IOL","Outgoing",3
"2490","Indiana","IOL","Delta",-1
"2491","Indiana","K","Incoming",1
"2492","Indiana","K","Outgoing",0
"2493","Indiana","K","Delta",1
"2494","Indiana","LB","Incoming",0
"2495","Indiana","LB","Outgoing",3
"2496","Indiana","LB","Delta",-3
"2497","Indiana","LS","Incoming",1
"2498","Indiana","LS","Outgoing",0
"2499","Indiana","LS","Delta",1
"2500","Indiana","OT","Incoming",1
"2501","Indiana","OT","Outgoing",1
"2502","Indiana","OT","Delta",0
"2503","Indiana","P","Incoming",1
"2504","Indiana","P","Outgoing",0
"2505","Indiana","P","Delta",1
"2506","Indiana","QB","Incoming",2
"2507","Indiana","QB","Outgoing",2
"2508","Indiana","QB","Delta",0
"2509","Indiana","RB","Incoming",2
"2510","Indiana","RB","Outgoing",1
"2511","Indiana","RB","Delta",1
"2512","Indiana","S","Incoming",2
"2513","Indiana","S","Outgoing",1
"2514","Indiana","S","Delta",1
"2515","Indiana","TE","Incoming",2
"2516","Indiana","TE","Outgoing",3
"2517","Indiana","TE","Delta",-1
"2518","Indiana","WR","Incoming",3
"2519","Indiana","WR","Outgoing",2
"2520","Indiana","WR","Delta",1
"2521","Indiana State","CB","Incoming",1
"2522","Indiana State","CB","Outgoing",0
"2523","Indiana State","CB","Delta",1
"2524","Indiana State","DL","Incoming",1
"2525","Indiana State","DL","Outgoing",0
"2526","Indiana State","DL","Delta",1
"2527","Indiana State","EDGE","Incoming",1
"2528","Indiana State","EDGE","Outgoing",0
"2529","Indiana State","EDGE","Delta",1
"2530","Indiana State","IOL","Incoming",1
"2531","Indiana State","IOL","Outgoing",0
"2532","Indiana State","IOL","Delta",1
"2533","Indiana State","LS","Incoming",0
"2534","Indiana State","LS","Outgoing",1
"2535","Indiana State","LS","Delta",-1
"2536","Indiana State","OT","Incoming",0
"2537","Indiana State","OT","Outgoing",1
"2538","Indiana State","OT","Delta",-1
"2539","Indiana State","RB","Incoming",1
"2540","Indiana State","RB","Outgoing",0
"2541","Indiana State","RB","Delta",1
"2542","Indiana State","S","Incoming",1
"2543","Indiana State","S","Outgoing",1
"2544","Indiana State","S","Delta",0
"2545","Indiana State","TE","Incoming",0
"2546","Indiana State","TE","Outgoing",1
"2547","Indiana State","TE","Delta",-1
"2548","Indiana State","WR","Incoming",2
"2549","Indiana State","WR","Outgoing",0
"2550","Indiana State","WR","Delta",2
"2551","Indiana Wesleyan","CB","Incoming",0
"2552","Indiana Wesleyan","CB","Outgoing",1
"2553","Indiana Wesleyan","CB","Delta",-1
"2554","Indianapolis","CB","Incoming",0
"2555","Indianapolis","CB","Outgoing",1
"2556","Indianapolis","CB","Delta",-1
"2557","Indianapolis","IOL","Incoming",1
"2558","Indianapolis","IOL","Outgoing",0
"2559","Indianapolis","IOL","Delta",1
"2560","Indianapolis","QB","Incoming",0
"2561","Indianapolis","QB","Outgoing",1
"2562","Indianapolis","QB","Delta",-1
"2563","Iowa","CB","Incoming",1
"2564","Iowa","CB","Outgoing",1
"2565","Iowa","CB","Delta",0
"2566","Iowa","DL","Incoming",2
"2567","Iowa","DL","Outgoing",3
"2568","Iowa","DL","Delta",-1
"2569","Iowa","EDGE","Incoming",0
"2570","Iowa","EDGE","Outgoing",1
"2571","Iowa","EDGE","Delta",-1
"2572","Iowa","K","Incoming",0
"2573","Iowa","K","Outgoing",1
"2574","Iowa","K","Delta",-1
"2575","Iowa","LB","Incoming",0
"2576","Iowa","LB","Outgoing",1
"2577","Iowa","LB","Delta",-1
"2578","Iowa","OT","Incoming",1
"2579","Iowa","OT","Outgoing",1
"2580","Iowa","OT","Delta",0
"2581","Iowa","QB","Incoming",3
"2582","Iowa","QB","Outgoing",4
"2583","Iowa","QB","Delta",-1
"2584","Iowa","RB","Incoming",0
"2585","Iowa","RB","Outgoing",2
"2586","Iowa","RB","Delta",-2
"2587","Iowa","S","Incoming",1
"2588","Iowa","S","Outgoing",1
"2589","Iowa","S","Delta",0
"2590","Iowa","TE","Incoming",0
"2591","Iowa","TE","Outgoing",4
"2592","Iowa","TE","Delta",-4
"2593","Iowa","WR","Incoming",1
"2594","Iowa","WR","Outgoing",2
"2595","Iowa","WR","Delta",-1
"2596","Iowa Central C.C.","EDGE","Incoming",2
"2597","Iowa Central C.C.","EDGE","Outgoing",0
"2598","Iowa Central C.C.","EDGE","Delta",2
"2599","Iowa State","CB","Incoming",1
"2600","Iowa State","CB","Outgoing",2
"2601","Iowa State","CB","Delta",-1
"2602","Iowa State","DL","Incoming",0
"2603","Iowa State","DL","Outgoing",1
"2604","Iowa State","DL","Delta",-1
"2605","Iowa State","EDGE","Incoming",3
"2606","Iowa State","EDGE","Outgoing",2
"2607","Iowa State","EDGE","Delta",1
"2608","Iowa State","IOL","Incoming",0
"2609","Iowa State","IOL","Outgoing",3
"2610","Iowa State","IOL","Delta",-3
"2611","Iowa State","LB","Incoming",0
"2612","Iowa State","LB","Outgoing",2
"2613","Iowa State","LB","Delta",-2
"2614","Iowa State","LS","Incoming",0
"2615","Iowa State","LS","Outgoing",2
"2616","Iowa State","LS","Delta",-2
"2617","Iowa State","OT","Incoming",2
"2618","Iowa State","OT","Outgoing",0
"2619","Iowa State","OT","Delta",2
"2620","Iowa State","QB","Incoming",0
"2621","Iowa State","QB","Outgoing",1
"2622","Iowa State","QB","Delta",-1
"2623","Iowa State","S","Incoming",0
"2624","Iowa State","S","Outgoing",1
"2625","Iowa State","S","Delta",-1
"2626","Iowa State","WR","Incoming",2
"2627","Iowa State","WR","Outgoing",1
"2628","Iowa State","WR","Delta",1
"2629","Iowa Western C.C.","CB","Incoming",1
"2630","Iowa Western C.C.","CB","Outgoing",0
"2631","Iowa Western C.C.","CB","Delta",1
"2632","Itawamba C.C.","IOL","Incoming",1
"2633","Itawamba C.C.","IOL","Outgoing",0
"2634","Itawamba C.C.","IOL","Delta",1
"2635","Itawamba C.C.","WR","Incoming",1
"2636","Itawamba C.C.","WR","Outgoing",0
"2637","Itawamba C.C.","WR","Delta",1
"2638","Jackson State","CB","Incoming",2
"2639","Jackson State","CB","Outgoing",0
"2640","Jackson State","CB","Delta",2
"2641","Jackson State","DL","Incoming",1
"2642","Jackson State","DL","Outgoing",0
"2643","Jackson State","DL","Delta",1
"2644","Jackson State","EDGE","Incoming",2
"2645","Jackson State","EDGE","Outgoing",1
"2646","Jackson State","EDGE","Delta",1
"2647","Jackson State","LB","Incoming",1
"2648","Jackson State","LB","Outgoing",0
"2649","Jackson State","LB","Delta",1
"2650","Jackson State","OT","Incoming",1
"2651","Jackson State","OT","Outgoing",0
"2652","Jackson State","OT","Delta",1
"2653","Jackson State","QB","Incoming",1
"2654","Jackson State","QB","Outgoing",0
"2655","Jackson State","QB","Delta",1
"2656","Jackson State","RB","Incoming",2
"2657","Jackson State","RB","Outgoing",0
"2658","Jackson State","RB","Delta",2
"2659","Jackson State","S","Incoming",0
"2660","Jackson State","S","Outgoing",1
"2661","Jackson State","S","Delta",-1
"2662","Jackson State","WR","Incoming",0
"2663","Jackson State","WR","Outgoing",1
"2664","Jackson State","WR","Delta",-1
"2665","Jacksonville State","CB","Incoming",3
"2666","Jacksonville State","CB","Outgoing",4
"2667","Jacksonville State","CB","Delta",-1
"2668","Jacksonville State","DL","Incoming",1
"2669","Jacksonville State","DL","Outgoing",0
"2670","Jacksonville State","DL","Delta",1
"2671","Jacksonville State","EDGE","Incoming",1
"2672","Jacksonville State","EDGE","Outgoing",1
"2673","Jacksonville State","EDGE","Delta",0
"2674","Jacksonville State","IOL","Incoming",0
"2675","Jacksonville State","IOL","Outgoing",1
"2676","Jacksonville State","IOL","Delta",-1
"2677","Jacksonville State","LB","Incoming",2
"2678","Jacksonville State","LB","Outgoing",3
"2679","Jacksonville State","LB","Delta",-1
"2680","Jacksonville State","OT","Incoming",1
"2681","Jacksonville State","OT","Outgoing",2
"2682","Jacksonville State","OT","Delta",-1
"2683","Jacksonville State","QB","Incoming",2
"2684","Jacksonville State","QB","Outgoing",2
"2685","Jacksonville State","QB","Delta",0
"2686","Jacksonville State","RB","Incoming",1
"2687","Jacksonville State","RB","Outgoing",0
"2688","Jacksonville State","RB","Delta",1
"2689","Jacksonville State","S","Incoming",5
"2690","Jacksonville State","S","Outgoing",2
"2691","Jacksonville State","S","Delta",3
"2692","Jacksonville State","TE","Incoming",2
"2693","Jacksonville State","TE","Outgoing",1
"2694","Jacksonville State","TE","Delta",1
"2695","Jacksonville State","WR","Incoming",4
"2696","Jacksonville State","WR","Outgoing",5
"2697","Jacksonville State","WR","Delta",-1
"2698","James Madison","CB","Incoming",3
"2699","James Madison","CB","Outgoing",3
"2700","James Madison","CB","Delta",0
"2701","James Madison","DL","Incoming",3
"2702","James Madison","DL","Outgoing",1
"2703","James Madison","DL","Delta",2
"2704","James Madison","EDGE","Incoming",3
"2705","James Madison","EDGE","Outgoing",2
"2706","James Madison","EDGE","Delta",1
"2707","James Madison","IOL","Incoming",1
"2708","James Madison","IOL","Outgoing",2
"2709","James Madison","IOL","Delta",-1
"2710","James Madison","K","Incoming",1
"2711","James Madison","K","Outgoing",1
"2712","James Madison","K","Delta",0
"2713","James Madison","LB","Incoming",2
"2714","James Madison","LB","Outgoing",0
"2715","James Madison","LB","Delta",2
"2716","James Madison","LS","Incoming",1
"2717","James Madison","LS","Outgoing",1
"2718","James Madison","LS","Delta",0
"2719","James Madison","OT","Incoming",2
"2720","James Madison","OT","Outgoing",2
"2721","James Madison","OT","Delta",0
"2722","James Madison","P","Incoming",0
"2723","James Madison","P","Outgoing",1
"2724","James Madison","P","Delta",-1
"2725","James Madison","QB","Incoming",2
"2726","James Madison","QB","Outgoing",1
"2727","James Madison","QB","Delta",1
"2728","James Madison","RB","Incoming",1
"2729","James Madison","RB","Outgoing",1
"2730","James Madison","RB","Delta",0
"2731","James Madison","S","Incoming",3
"2732","James Madison","S","Outgoing",1
"2733","James Madison","S","Delta",2
"2734","James Madison","WR","Incoming",7
"2735","James Madison","WR","Outgoing",4
"2736","James Madison","WR","Delta",3
"2737","Johnson C Smith","EDGE","Incoming",0
"2738","Johnson C Smith","EDGE","Outgoing",1
"2739","Johnson C Smith","EDGE","Delta",-1
"2740","Johnson C Smith","S","Incoming",1
"2741","Johnson C Smith","S","Outgoing",0
"2742","Johnson C Smith","S","Delta",1
"2743","Johnson C Smith","WR","Incoming",1
"2744","Johnson C Smith","WR","Outgoing",0
"2745","Johnson C Smith","WR","Delta",1
"2746","Kansas","CB","Incoming",3
"2747","Kansas","CB","Outgoing",2
"2748","Kansas","CB","Delta",1
"2749","Kansas","DL","Incoming",2
"2750","Kansas","DL","Outgoing",1
"2751","Kansas","DL","Delta",1
"2752","Kansas","EDGE","Incoming",3
"2753","Kansas","EDGE","Outgoing",2
"2754","Kansas","EDGE","Delta",1
"2755","Kansas","IOL","Incoming",1
"2756","Kansas","IOL","Outgoing",0
"2757","Kansas","IOL","Delta",1
"2758","Kansas","K","Incoming",1
"2759","Kansas","K","Outgoing",1
"2760","Kansas","K","Delta",0
"2761","Kansas","LB","Incoming",3
"2762","Kansas","LB","Outgoing",1
"2763","Kansas","LB","Delta",2
"2764","Kansas","OT","Incoming",4
"2765","Kansas","OT","Outgoing",1
"2766","Kansas","OT","Delta",3
"2767","Kansas","P","Incoming",1
"2768","Kansas","P","Outgoing",1
"2769","Kansas","P","Delta",0
"2770","Kansas","RB","Incoming",1
"2771","Kansas","RB","Outgoing",2
"2772","Kansas","RB","Delta",-1
"2773","Kansas","S","Incoming",2
"2774","Kansas","S","Outgoing",1
"2775","Kansas","S","Delta",1
"2776","Kansas","TE","Incoming",1
"2777","Kansas","TE","Outgoing",1
"2778","Kansas","TE","Delta",0
"2779","Kansas","WR","Incoming",4
"2780","Kansas","WR","Outgoing",2
"2781","Kansas","WR","Delta",2
"2782","Kansas State","CB","Incoming",2
"2783","Kansas State","CB","Outgoing",1
"2784","Kansas State","CB","Delta",1
"2785","Kansas State","EDGE","Incoming",1
"2786","Kansas State","EDGE","Outgoing",0
"2787","Kansas State","EDGE","Delta",1
"2788","Kansas State","IOL","Incoming",2
"2789","Kansas State","IOL","Outgoing",1
"2790","Kansas State","IOL","Delta",1
"2791","Kansas State","LB","Incoming",1
"2792","Kansas State","LB","Outgoing",3
"2793","Kansas State","LB","Delta",-2
"2794","Kansas State","OT","Incoming",2
"2795","Kansas State","OT","Outgoing",3
"2796","Kansas State","OT","Delta",-1
"2797","Kansas State","QB","Incoming",0
"2798","Kansas State","QB","Outgoing",1
"2799","Kansas State","QB","Delta",-1
"2800","Kansas State","RB","Incoming",2
"2801","Kansas State","RB","Outgoing",0
"2802","Kansas State","RB","Delta",2
"2803","Kansas State","S","Incoming",3
"2804","Kansas State","S","Outgoing",4
"2805","Kansas State","S","Delta",-1
"2806","Kansas State","TE","Incoming",0
"2807","Kansas State","TE","Outgoing",1
"2808","Kansas State","TE","Delta",-1
"2809","Kansas State","WR","Incoming",3
"2810","Kansas State","WR","Outgoing",6
"2811","Kansas State","WR","Delta",-3
"2812","Keiser (Fl)","RB","Incoming",0
"2813","Keiser (Fl)","RB","Outgoing",1
"2814","Keiser (Fl)","RB","Delta",-1
"2815","Keiser (Fl)","S","Incoming",1
"2816","Keiser (Fl)","S","Outgoing",0
